Model,Member,Var,Season,Stat,value,Rank
CNRM-CM6-1-HR,r1i1p1f2,tasmax,JJA,RMSE,0,NA
CNRM-CM6-1-HR,r1i1p1f2,tasmax,JJA,BIAS,0,NA
CNRM-CM6-1-HR,r1i1p1f2,tasmax,SON,RMSE,0,NA
CNRM-CM6-1-HR,r1i1p1f2,tasmax,SON,BIAS,0,NA
CNRM-ESM2-1,r1i1p1f2,tasmax,DJF,RMSE,0.1,NA
CNRM-ESM2-1,r1i1p1f2,tasmax,DJF,BIAS,0,NA
CNRM-ESM2-1,r1i1p1f2,tasmax,MAM,RMSE,0,NA
CNRM-ESM2-1,r1i1p1f2,tasmax,MAM,BIAS,0,NA
CNRM-ESM2-1,r1i1p1f2,tasmax,JJA,RMSE,0,NA
CNRM-ESM2-1,r1i1p1f2,tasmax,JJA,BIAS,0,NA
CNRM-ESM2-1,r1i1p1f2,tasmax,SON,RMSE,0,NA
CNRM-ESM2-1,r1i1p1f2,tasmax,SON,BIAS,0,NA
CanESM5,r1i1p1f1,tasmax,DJF,RMSE,0.1,NA
CanESM5,r1i1p1f1,tasmax,DJF,BIAS,-0.1,NA
CanESM5,r1i1p1f1,tasmax,MAM,RMSE,0.1,NA
CanESM5,r1i1p1f1,tasmax,MAM,BIAS,0.1,NA
CanESM5,r1i1p1f1,tasmax,JJA,RMSE,0.1,NA
CanESM5,r1i1p1f1,tasmax,JJA,BIAS,0,NA
CanESM5,r1i1p1f1,tasmax,SON,RMSE,0.1,NA
CanESM5,r1i1p1f1,tasmax,SON,BIAS,0,NA
CanESM5,r2i1p1f1,tasmax,DJF,RMSE,0.2,NA
CanESM5,r2i1p1f1,tasmax,DJF,BIAS,0.1,NA
CanESM5,r2i1p1f1,tasmax,MAM,RMSE,0.2,NA
CanESM5,r2i1p1f1,tasmax,MAM,BIAS,0.1,NA
CanESM5,r2i1p1f1,tasmax,JJA,RMSE,0.1,NA
CanESM5,r2i1p1f1,tasmax,JJA,BIAS,0,NA
CanESM5,r2i1p1f1,tasmax,SON,RMSE,0.2,NA
CanESM5,r2i1p1f1,tasmax,SON,BIAS,0.1,NA
CanESM5,r3i1p1f1,tasmax,DJF,RMSE,0.3,NA
CanESM5,r3i1p1f1,tasmax,DJF,BIAS,-0.2,NA
CanESM5,r3i1p1f1,tasmax,MAM,RMSE,0.1,NA
CanESM5,r3i1p1f1,tasmax,MAM,BIAS,0,NA
CanESM5,r3i1p1f1,tasmax,JJA,RMSE,0.1,NA
CanESM5,r3i1p1f1,tasmax,JJA,BIAS,0.1,NA
CanESM5,r3i1p1f1,tasmax,SON,RMSE,0.1,NA
CanESM5,r3i1p1f1,tasmax,SON,BIAS,0,NA
CanESM5,r4i1p1f1,tasmax,DJF,RMSE,0.1,NA
CanESM5,r4i1p1f1,tasmax,DJF,BIAS,0.1,NA
CanESM5,r4i1p1f1,tasmax,MAM,RMSE,0.2,NA
CanESM5,r4i1p1f1,tasmax,MAM,BIAS,-0.1,NA
CanESM5,r4i1p1f1,tasmax,JJA,RMSE,0.2,NA
CanESM5,r4i1p1f1,tasmax,JJA,BIAS,-0.1,NA
CanESM5,r4i1p1f1,tasmax,SON,RMSE,0.2,NA
CanESM5,r4i1p1f1,tasmax,SON,BIAS,0,NA
CanESM5,r5i1p1f1,tasmax,DJF,RMSE,0.2,NA
CanESM5,r5i1p1f1,tasmax,DJF,BIAS,0.1,NA
CanESM5,r5i1p1f1,tasmax,MAM,RMSE,0.1,NA
CanESM5,r5i1p1f1,tasmax,MAM,BIAS,0,NA
CanESM5,r5i1p1f1,tasmax,JJA,RMSE,0.1,NA
CanESM5,r5i1p1f1,tasmax,JJA,BIAS,0,NA
CanESM5,r5i1p1f1,tasmax,SON,RMSE,0.1,NA
CanESM5,r5i1p1f1,tasmax,SON,BIAS,0,NA
CanESM5,r6i1p1f1,tasmax,DJF,RMSE,0.3,NA
CanESM5,r6i1p1f1,tasmax,DJF,BIAS,-0.2,NA
CanESM5,r6i1p1f1,tasmax,MAM,RMSE,0.2,NA
CanESM5,r6i1p1f1,tasmax,MAM,BIAS,-0.1,NA
CanESM5,r6i1p1f1,tasmax,JJA,RMSE,0.1,NA
CanESM5,r6i1p1f1,tasmax,JJA,BIAS,0,NA
CanESM5,r6i1p1f1,tasmax,SON,RMSE,0.1,NA
CanESM5,r6i1p1f1,tasmax,SON,BIAS,-0.1,NA
CanESM5,r7i1p1f1,tasmax,DJF,RMSE,0.2,NA
CanESM5,r7i1p1f1,tasmax,DJF,BIAS,0.1,NA
CanESM5,r7i1p1f1,tasmax,MAM,RMSE,0.1,NA
CanESM5,r7i1p1f1,tasmax,MAM,BIAS,0,NA
CanESM5,r7i1p1f1,tasmax,JJA,RMSE,0.2,NA
CanESM5,r7i1p1f1,tasmax,JJA,BIAS,0.1,NA
CanESM5,r7i1p1f1,tasmax,SON,RMSE,0.2,NA
CanESM5,r7i1p1f1,tasmax,SON,BIAS,0.1,NA
EC-Earth3,r1i1p1f1,tasmax,DJF,RMSE,0.7,NA
EC-Earth3,r1i1p1f1,tasmax,DJF,BIAS,-0.7,NA
EC-Earth3,r1i1p1f1,tasmax,MAM,RMSE,0.6,NA
EC-Earth3,r1i1p1f1,tasmax,MAM,BIAS,-0.6,NA
EC-Earth3,r1i1p1f1,tasmax,JJA,RMSE,0.5,NA
EC-Earth3,r1i1p1f1,tasmax,JJA,BIAS,-0.5,NA
EC-Earth3,r1i1p1f1,tasmax,SON,RMSE,0.5,NA
EC-Earth3,r1i1p1f1,tasmax,SON,BIAS,-0.4,NA
EC-Earth3,r2i1p1f1,tasmax,DJF,RMSE,0.2,NA
EC-Earth3,r2i1p1f1,tasmax,DJF,BIAS,0.2,NA
EC-Earth3,r2i1p1f1,tasmax,MAM,RMSE,0.2,NA
EC-Earth3,r2i1p1f1,tasmax,MAM,BIAS,0.2,NA
EC-Earth3,r2i1p1f1,tasmax,JJA,RMSE,0.2,NA
EC-Earth3,r2i1p1f1,tasmax,JJA,BIAS,0.2,NA
EC-Earth3,r2i1p1f1,tasmax,SON,RMSE,0.2,NA
EC-Earth3,r2i1p1f1,tasmax,SON,BIAS,0.2,NA
EC-Earth3,r3i1p1f1,tasmax,DJF,RMSE,0.2,NA
EC-Earth3,r3i1p1f1,tasmax,DJF,BIAS,0.2,NA
EC-Earth3,r3i1p1f1,tasmax,MAM,RMSE,0.2,NA
EC-Earth3,r3i1p1f1,tasmax,MAM,BIAS,0.1,NA
EC-Earth3,r3i1p1f1,tasmax,JJA,RMSE,0.1,NA
EC-Earth3,r3i1p1f1,tasmax,JJA,BIAS,0,NA
EC-Earth3,r3i1p1f1,tasmax,SON,RMSE,0.1,NA
EC-Earth3,r3i1p1f1,tasmax,SON,BIAS,0.1,NA
EC-Earth3,r4i1p1f1,tasmax,DJF,RMSE,0.3,NA
EC-Earth3,r4i1p1f1,tasmax,DJF,BIAS,0.3,NA
EC-Earth3,r4i1p1f1,tasmax,MAM,RMSE,0.3,NA
EC-Earth3,r4i1p1f1,tasmax,MAM,BIAS,0.3,NA
EC-Earth3,r4i1p1f1,tasmax,JJA,RMSE,0.3,NA
EC-Earth3,r4i1p1f1,tasmax,JJA,BIAS,0.3,NA
EC-Earth3,r4i1p1f1,tasmax,SON,RMSE,0.2,NA
EC-Earth3,r4i1p1f1,tasmax,SON,BIAS,0.2,NA
EC-Earth3-Veg,r1i1p1f1,tasmax,DJF,RMSE,0.3,NA
EC-Earth3-Veg,r1i1p1f1,tasmax,DJF,BIAS,0.3,NA
EC-Earth3-Veg,r1i1p1f1,tasmax,MAM,RMSE,0.2,NA
EC-Earth3-Veg,r1i1p1f1,tasmax,MAM,BIAS,0.1,NA
EC-Earth3-Veg,r1i1p1f1,tasmax,JJA,RMSE,0.2,NA
EC-Earth3-Veg,r1i1p1f1,tasmax,JJA,BIAS,0.1,NA
EC-Earth3-Veg,r1i1p1f1,tasmax,SON,RMSE,0.3,NA
EC-Earth3-Veg,r1i1p1f1,tasmax,SON,BIAS,0.3,NA
EC-Earth3-Veg,r2i1p1f1,tasmax,DJF,RMSE,0.2,NA
EC-Earth3-Veg,r2i1p1f1,tasmax,DJF,BIAS,-0.1,NA
EC-Earth3-Veg,r2i1p1f1,tasmax,MAM,RMSE,0.2,NA
EC-Earth3-Veg,r2i1p1f1,tasmax,MAM,BIAS,-0.1,NA
EC-Earth3-Veg,r2i1p1f1,tasmax,JJA,RMSE,0.2,NA
EC-Earth3-Veg,r2i1p1f1,tasmax,JJA,BIAS,-0.2,NA
EC-Earth3-Veg,r2i1p1f1,tasmax,SON,RMSE,0.2,NA
EC-Earth3-Veg,r2i1p1f1,tasmax,SON,BIAS,-0.1,NA
EC-Earth3-Veg,r3i1p1f1,tasmax,DJF,RMSE,0.3,NA
EC-Earth3-Veg,r3i1p1f1,tasmax,DJF,BIAS,0.2,NA
EC-Earth3-Veg,r3i1p1f1,tasmax,MAM,RMSE,0.4,NA
EC-Earth3-Veg,r3i1p1f1,tasmax,MAM,BIAS,0.3,NA
EC-Earth3-Veg,r3i1p1f1,tasmax,JJA,RMSE,0.4,NA
EC-Earth3-Veg,r3i1p1f1,tasmax,JJA,BIAS,0.3,NA
EC-Earth3-Veg,r3i1p1f1,tasmax,SON,RMSE,0.3,NA
EC-Earth3-Veg,r3i1p1f1,tasmax,SON,BIAS,0.3,NA
EC-Earth3-Veg,r4i1p1f1,tasmax,DJF,RMSE,0.6,NA
EC-Earth3-Veg,r4i1p1f1,tasmax,DJF,BIAS,-0.5,NA
EC-Earth3-Veg,r4i1p1f1,tasmax,MAM,RMSE,0.5,NA
EC-Earth3-Veg,r4i1p1f1,tasmax,MAM,BIAS,-0.4,NA
EC-Earth3-Veg,r4i1p1f1,tasmax,JJA,RMSE,0.5,NA
EC-Earth3-Veg,r4i1p1f1,tasmax,JJA,BIAS,-0.5,NA
EC-Earth3-Veg,r4i1p1f1,tasmax,SON,RMSE,0.4,NA
EC-Earth3-Veg,r4i1p1f1,tasmax,SON,BIAS,-0.4,NA
EC-Earth3-Veg,r5i1p1f1,tasmax,DJF,RMSE,0.2,NA
EC-Earth3-Veg,r5i1p1f1,tasmax,DJF,BIAS,0.1,NA
EC-Earth3-Veg,r5i1p1f1,tasmax,MAM,RMSE,0.2,NA
EC-Earth3-Veg,r5i1p1f1,tasmax,MAM,BIAS,0.1,NA
EC-Earth3-Veg,r5i1p1f1,tasmax,JJA,RMSE,0.2,NA
EC-Earth3-Veg,r5i1p1f1,tasmax,JJA,BIAS,0.2,NA
EC-Earth3-Veg,r5i1p1f1,tasmax,SON,RMSE,0.1,NA
EC-Earth3-Veg,r5i1p1f1,tasmax,SON,BIAS,0,NA
FGOALS-g3,r1i1p1f1,tasmax,DJF,RMSE,0.2,NA
FGOALS-g3,r1i1p1f1,tasmax,DJF,BIAS,0.1,NA
FGOALS-g3,r1i1p1f1,tasmax,MAM,RMSE,0.1,NA
FGOALS-g3,r1i1p1f1,tasmax,MAM,BIAS,0,NA
FGOALS-g3,r1i1p1f1,tasmax,JJA,RMSE,0.1,NA
FGOALS-g3,r1i1p1f1,tasmax,JJA,BIAS,0,NA
FGOALS-g3,r1i1p1f1,tasmax,SON,RMSE,0.1,NA
FGOALS-g3,r1i1p1f1,tasmax,SON,BIAS,0,NA
FGOALS-g3,r3i1p1f1,tasmax,DJF,RMSE,0.2,NA
FGOALS-g3,r3i1p1f1,tasmax,DJF,BIAS,-0.1,NA
FGOALS-g3,r3i1p1f1,tasmax,MAM,RMSE,0.1,NA
FGOALS-g3,r3i1p1f1,tasmax,MAM,BIAS,0,NA
FGOALS-g3,r3i1p1f1,tasmax,JJA,RMSE,0.1,NA
FGOALS-g3,r3i1p1f1,tasmax,JJA,BIAS,0,NA
FGOALS-g3,r3i1p1f1,tasmax,SON,RMSE,0.1,NA
FGOALS-g3,r3i1p1f1,tasmax,SON,BIAS,0,NA
FGOALS-g3,r4i1p1f1,tasmax,DJF,RMSE,0.2,NA
FGOALS-g3,r4i1p1f1,tasmax,DJF,BIAS,0.1,NA
FGOALS-g3,r4i1p1f1,tasmax,MAM,RMSE,0.2,NA
FGOALS-g3,r4i1p1f1,tasmax,MAM,BIAS,0.1,NA
FGOALS-g3,r4i1p1f1,tasmax,JJA,RMSE,0.1,NA
FGOALS-g3,r4i1p1f1,tasmax,JJA,BIAS,0,NA
FGOALS-g3,r4i1p1f1,tasmax,SON,RMSE,0.1,NA
FGOALS-g3,r4i1p1f1,tasmax,SON,BIAS,0,NA
FGOALS-g3,r5i1p1f1,tasmax,DJF,RMSE,0.2,NA
FGOALS-g3,r5i1p1f1,tasmax,DJF,BIAS,-0.2,NA
FGOALS-g3,r5i1p1f1,tasmax,MAM,RMSE,0.1,NA
FGOALS-g3,r5i1p1f1,tasmax,MAM,BIAS,-0.1,NA
FGOALS-g3,r5i1p1f1,tasmax,JJA,RMSE,0.1,NA
FGOALS-g3,r5i1p1f1,tasmax,JJA,BIAS,0.1,NA
FGOALS-g3,r5i1p1f1,tasmax,SON,RMSE,0.1,NA
FGOALS-g3,r5i1p1f1,tasmax,SON,BIAS,0,NA
GFDL-CM4,r1i1p1f1,tasmax,DJF,RMSE,0.1,NA
GFDL-CM4,r1i1p1f1,tasmax,DJF,BIAS,0,NA
GFDL-CM4,r1i1p1f1,tasmax,MAM,RMSE,0,NA
GFDL-CM4,r1i1p1f1,tasmax,MAM,BIAS,0,NA
GFDL-CM4,r1i1p1f1,tasmax,JJA,RMSE,0,NA
GFDL-CM4,r1i1p1f1,tasmax,JJA,BIAS,0,NA
GFDL-CM4,r1i1p1f1,tasmax,SON,RMSE,0,NA
GFDL-CM4,r1i1p1f1,tasmax,SON,BIAS,0,NA
GFDL-ESM4,r1i1p1f1,tasmax,DJF,RMSE,0,NA
GFDL-ESM4,r1i1p1f1,tasmax,DJF,BIAS,0,NA
GFDL-ESM4,r1i1p1f1,tasmax,MAM,RMSE,0,NA
GFDL-ESM4,r1i1p1f1,tasmax,MAM,BIAS,0,NA
GFDL-ESM4,r1i1p1f1,tasmax,JJA,RMSE,0,NA
GFDL-ESM4,r1i1p1f1,tasmax,JJA,BIAS,0,NA
GFDL-ESM4,r1i1p1f1,tasmax,SON,RMSE,0,NA
GFDL-ESM4,r1i1p1f1,tasmax,SON,BIAS,0,NA
HadGEM3-GC31-LL,r1i1p1f3,tasmax,DJF,RMSE,0.1,NA
HadGEM3-GC31-LL,r1i1p1f3,tasmax,DJF,BIAS,0,NA
HadGEM3-GC31-LL,r1i1p1f3,tasmax,MAM,RMSE,0.2,NA
HadGEM3-GC31-LL,r1i1p1f3,tasmax,MAM,BIAS,0.2,NA
HadGEM3-GC31-LL,r1i1p1f3,tasmax,JJA,RMSE,0.2,NA
HadGEM3-GC31-LL,r1i1p1f3,tasmax,JJA,BIAS,0,NA
HadGEM3-GC31-LL,r1i1p1f3,tasmax,SON,RMSE,0.1,NA
HadGEM3-GC31-LL,r1i1p1f3,tasmax,SON,BIAS,0,NA
HadGEM3-GC31-LL,r2i1p1f3,tasmax,DJF,RMSE,0.1,NA
HadGEM3-GC31-LL,r2i1p1f3,tasmax,DJF,BIAS,0,NA
HadGEM3-GC31-LL,r2i1p1f3,tasmax,MAM,RMSE,0.2,NA
HadGEM3-GC31-LL,r2i1p1f3,tasmax,MAM,BIAS,-0.2,NA
HadGEM3-GC31-LL,r2i1p1f3,tasmax,JJA,RMSE,0.1,NA
HadGEM3-GC31-LL,r2i1p1f3,tasmax,JJA,BIAS,0,NA
HadGEM3-GC31-LL,r2i1p1f3,tasmax,SON,RMSE,0.1,NA
HadGEM3-GC31-LL,r2i1p1f3,tasmax,SON,BIAS,-0.1,NA
HadGEM3-GC31-LL,r3i1p1f3,tasmax,DJF,RMSE,0.1,NA
HadGEM3-GC31-LL,r3i1p1f3,tasmax,DJF,BIAS,0,NA
HadGEM3-GC31-LL,r3i1p1f3,tasmax,MAM,RMSE,0.1,NA
HadGEM3-GC31-LL,r3i1p1f3,tasmax,MAM,BIAS,0,NA
HadGEM3-GC31-LL,r3i1p1f3,tasmax,JJA,RMSE,0.1,NA
HadGEM3-GC31-LL,r3i1p1f3,tasmax,JJA,BIAS,-0.1,NA
HadGEM3-GC31-LL,r3i1p1f3,tasmax,SON,RMSE,0.1,NA
HadGEM3-GC31-LL,r3i1p1f3,tasmax,SON,BIAS,0.1,NA
HadGEM3-GC31-MM,r1i1p1f3,tasmax,DJF,RMSE,0.1,NA
HadGEM3-GC31-MM,r1i1p1f3,tasmax,DJF,BIAS,-0.1,NA
HadGEM3-GC31-MM,r1i1p1f3,tasmax,MAM,RMSE,0.1,NA
HadGEM3-GC31-MM,r1i1p1f3,tasmax,MAM,BIAS,0,NA
HadGEM3-GC31-MM,r1i1p1f3,tasmax,JJA,RMSE,0.1,NA
HadGEM3-GC31-MM,r1i1p1f3,tasmax,JJA,BIAS,0,NA
HadGEM3-GC31-MM,r1i1p1f3,tasmax,SON,RMSE,0.1,NA
HadGEM3-GC31-MM,r1i1p1f3,tasmax,SON,BIAS,0.1,NA
HadGEM3-GC31-MM,r2i1p1f3,tasmax,DJF,RMSE,0.1,NA
HadGEM3-GC31-MM,r2i1p1f3,tasmax,DJF,BIAS,0,NA
HadGEM3-GC31-MM,r2i1p1f3,tasmax,MAM,RMSE,0.1,NA
HadGEM3-GC31-MM,r2i1p1f3,tasmax,MAM,BIAS,0,NA
HadGEM3-GC31-MM,r2i1p1f3,tasmax,JJA,RMSE,0.1,NA
HadGEM3-GC31-MM,r2i1p1f3,tasmax,JJA,BIAS,0,NA
HadGEM3-GC31-MM,r2i1p1f3,tasmax,SON,RMSE,0.1,NA
HadGEM3-GC31-MM,r2i1p1f3,tasmax,SON,BIAS,0,NA
INM-CM4-8,r1i1p1f1,tasmax,DJF,RMSE,0,NA
INM-CM4-8,r1i1p1f1,tasmax,DJF,BIAS,0,NA
INM-CM4-8,r1i1p1f1,tasmax,MAM,RMSE,0,NA
INM-CM4-8,r1i1p1f1,tasmax,MAM,BIAS,0,NA
INM-CM4-8,r1i1p1f1,tasmax,JJA,RMSE,0,NA
INM-CM4-8,r1i1p1f1,tasmax,JJA,BIAS,0,NA
INM-CM4-8,r1i1p1f1,tasmax,SON,RMSE,0,NA
INM-CM4-8,r1i1p1f1,tasmax,SON,BIAS,0,NA
INM-CM5-0,r1i1p1f1,tasmax,DJF,RMSE,0.1,NA
INM-CM5-0,r1i1p1f1,tasmax,DJF,BIAS,0,NA
INM-CM5-0,r1i1p1f1,tasmax,MAM,RMSE,0.1,NA
INM-CM5-0,r1i1p1f1,tasmax,MAM,BIAS,0,NA
INM-CM5-0,r1i1p1f1,tasmax,JJA,RMSE,0.1,NA
INM-CM5-0,r1i1p1f1,tasmax,JJA,BIAS,0,NA
INM-CM5-0,r1i1p1f1,tasmax,SON,RMSE,0.1,NA
INM-CM5-0,r1i1p1f1,tasmax,SON,BIAS,0.1,NA
INM-CM5-0,r2i1p1f1,tasmax,DJF,RMSE,0.2,NA
INM-CM5-0,r2i1p1f1,tasmax,DJF,BIAS,-0.2,NA
INM-CM5-0,r2i1p1f1,tasmax,MAM,RMSE,0.1,NA
INM-CM5-0,r2i1p1f1,tasmax,MAM,BIAS,0,NA
INM-CM5-0,r2i1p1f1,tasmax,JJA,RMSE,0.1,NA
INM-CM5-0,r2i1p1f1,tasmax,JJA,BIAS,-0.1,NA
INM-CM5-0,r2i1p1f1,tasmax,SON,RMSE,0.2,NA
INM-CM5-0,r2i1p1f1,tasmax,SON,BIAS,-0.1,NA
INM-CM5-0,r3i1p1f1,tasmax,DJF,RMSE,0.1,NA
INM-CM5-0,r3i1p1f1,tasmax,DJF,BIAS,-0.1,NA
INM-CM5-0,r3i1p1f1,tasmax,MAM,RMSE,0.1,NA
INM-CM5-0,r3i1p1f1,tasmax,MAM,BIAS,0,NA
INM-CM5-0,r3i1p1f1,tasmax,JJA,RMSE,0.1,NA
INM-CM5-0,r3i1p1f1,tasmax,JJA,BIAS,0,NA
INM-CM5-0,r3i1p1f1,tasmax,SON,RMSE,0.1,NA
INM-CM5-0,r3i1p1f1,tasmax,SON,BIAS,0,NA
INM-CM5-0,r4i1p1f1,tasmax,DJF,RMSE,0.1,NA
INM-CM5-0,r4i1p1f1,tasmax,DJF,BIAS,-0.1,NA
INM-CM5-0,r4i1p1f1,tasmax,MAM,RMSE,0.1,NA
INM-CM5-0,r4i1p1f1,tasmax,MAM,BIAS,0,NA
INM-CM5-0,r4i1p1f1,tasmax,JJA,RMSE,0.1,NA
INM-CM5-0,r4i1p1f1,tasmax,JJA,BIAS,0,NA
INM-CM5-0,r4i1p1f1,tasmax,SON,RMSE,0.1,NA
INM-CM5-0,r4i1p1f1,tasmax,SON,BIAS,0,NA
INM-CM5-0,r5i1p1f1,tasmax,DJF,RMSE,0.4,NA
INM-CM5-0,r5i1p1f1,tasmax,DJF,BIAS,0.3,NA
INM-CM5-0,r5i1p1f1,tasmax,MAM,RMSE,0.2,NA
INM-CM5-0,r5i1p1f1,tasmax,MAM,BIAS,0.1,NA
INM-CM5-0,r5i1p1f1,tasmax,JJA,RMSE,0.1,NA
INM-CM5-0,r5i1p1f1,tasmax,JJA,BIAS,0,NA
INM-CM5-0,r5i1p1f1,tasmax,SON,RMSE,0.1,NA
INM-CM5-0,r5i1p1f1,tasmax,SON,BIAS,0,NA
IPSL-CM6A-LR,r1i1p1f1,tasmax,DJF,RMSE,0.3,NA
IPSL-CM6A-LR,r1i1p1f1,tasmax,DJF,BIAS,0.1,NA
IPSL-CM6A-LR,r1i1p1f1,tasmax,MAM,RMSE,0.1,NA
IPSL-CM6A-LR,r1i1p1f1,tasmax,MAM,BIAS,0,NA
IPSL-CM6A-LR,r1i1p1f1,tasmax,JJA,RMSE,0.2,NA
IPSL-CM6A-LR,r1i1p1f1,tasmax,JJA,BIAS,0.1,NA
IPSL-CM6A-LR,r1i1p1f1,tasmax,SON,RMSE,0.2,NA
IPSL-CM6A-LR,r1i1p1f1,tasmax,SON,BIAS,0,NA
IPSL-CM6A-LR,r2i1p1f1,tasmax,DJF,RMSE,0.1,NA
IPSL-CM6A-LR,r2i1p1f1,tasmax,DJF,BIAS,0.1,NA
IPSL-CM6A-LR,r2i1p1f1,tasmax,MAM,RMSE,0.1,NA
IPSL-CM6A-LR,r2i1p1f1,tasmax,MAM,BIAS,0,NA
IPSL-CM6A-LR,r2i1p1f1,tasmax,JJA,RMSE,0.1,NA
IPSL-CM6A-LR,r2i1p1f1,tasmax,JJA,BIAS,0,NA
IPSL-CM6A-LR,r2i1p1f1,tasmax,SON,RMSE,0.1,NA
IPSL-CM6A-LR,r2i1p1f1,tasmax,SON,BIAS,0,NA
IPSL-CM6A-LR,r3i1p1f1,tasmax,DJF,RMSE,0.1,NA
IPSL-CM6A-LR,r3i1p1f1,tasmax,DJF,BIAS,0.1,NA
IPSL-CM6A-LR,r3i1p1f1,tasmax,MAM,RMSE,0.1,NA
IPSL-CM6A-LR,r3i1p1f1,tasmax,MAM,BIAS,0.1,NA
IPSL-CM6A-LR,r3i1p1f1,tasmax,JJA,RMSE,0.1,NA
IPSL-CM6A-LR,r3i1p1f1,tasmax,JJA,BIAS,0,NA
IPSL-CM6A-LR,r3i1p1f1,tasmax,SON,RMSE,0.1,NA
IPSL-CM6A-LR,r3i1p1f1,tasmax,SON,BIAS,0,NA
IPSL-CM6A-LR,r4i1p1f1,tasmax,DJF,RMSE,0.1,NA
IPSL-CM6A-LR,r4i1p1f1,tasmax,DJF,BIAS,0,NA
IPSL-CM6A-LR,r4i1p1f1,tasmax,MAM,RMSE,0.3,NA
IPSL-CM6A-LR,r4i1p1f1,tasmax,MAM,BIAS,0.2,NA
IPSL-CM6A-LR,r4i1p1f1,tasmax,JJA,RMSE,0.1,NA
IPSL-CM6A-LR,r4i1p1f1,tasmax,JJA,BIAS,0.1,NA
IPSL-CM6A-LR,r4i1p1f1,tasmax,SON,RMSE,0.2,NA
IPSL-CM6A-LR,r4i1p1f1,tasmax,SON,BIAS,0,NA
IPSL-CM6A-LR,r5i1p1f1,tasmax,DJF,RMSE,0.2,NA
IPSL-CM6A-LR,r5i1p1f1,tasmax,DJF,BIAS,0,NA
IPSL-CM6A-LR,r5i1p1f1,tasmax,MAM,RMSE,0.2,NA
IPSL-CM6A-LR,r5i1p1f1,tasmax,MAM,BIAS,0.1,NA
IPSL-CM6A-LR,r5i1p1f1,tasmax,JJA,RMSE,0.1,NA
IPSL-CM6A-LR,r5i1p1f1,tasmax,JJA,BIAS,0,NA
IPSL-CM6A-LR,r5i1p1f1,tasmax,SON,RMSE,0.1,NA
IPSL-CM6A-LR,r5i1p1f1,tasmax,SON,BIAS,0,NA
IPSL-CM6A-LR,r6i1p1f1,tasmax,DJF,RMSE,0.2,NA
IPSL-CM6A-LR,r6i1p1f1,tasmax,DJF,BIAS,-0.2,NA
IPSL-CM6A-LR,r6i1p1f1,tasmax,MAM,RMSE,0.2,NA
IPSL-CM6A-LR,r6i1p1f1,tasmax,MAM,BIAS,-0.1,NA
IPSL-CM6A-LR,r6i1p1f1,tasmax,JJA,RMSE,0.1,NA
IPSL-CM6A-LR,r6i1p1f1,tasmax,JJA,BIAS,0,NA
IPSL-CM6A-LR,r6i1p1f1,tasmax,SON,RMSE,0.1,NA
IPSL-CM6A-LR,r6i1p1f1,tasmax,SON,BIAS,-0.1,NA
IPSL-CM6A-LR,r7i1p1f1,tasmax,DJF,RMSE,0.3,NA
IPSL-CM6A-LR,r7i1p1f1,tasmax,DJF,BIAS,0,NA
IPSL-CM6A-LR,r7i1p1f1,tasmax,MAM,RMSE,0.2,NA
IPSL-CM6A-LR,r7i1p1f1,tasmax,MAM,BIAS,-0.1,NA
IPSL-CM6A-LR,r7i1p1f1,tasmax,JJA,RMSE,0.1,NA
IPSL-CM6A-LR,r7i1p1f1,tasmax,JJA,BIAS,0,NA
IPSL-CM6A-LR,r7i1p1f1,tasmax,SON,RMSE,0.2,NA
IPSL-CM6A-LR,r7i1p1f1,tasmax,SON,BIAS,0.1,NA
IPSL-CM6A-LR,r8i1p1f1,tasmax,DJF,RMSE,0.1,NA
IPSL-CM6A-LR,r8i1p1f1,tasmax,DJF,BIAS,0,NA
IPSL-CM6A-LR,r8i1p1f1,tasmax,MAM,RMSE,0.1,NA
IPSL-CM6A-LR,r8i1p1f1,tasmax,MAM,BIAS,0,NA
IPSL-CM6A-LR,r8i1p1f1,tasmax,JJA,RMSE,0.1,NA
IPSL-CM6A-LR,r8i1p1f1,tasmax,JJA,BIAS,-0.1,NA
IPSL-CM6A-LR,r8i1p1f1,tasmax,SON,RMSE,0.1,NA
IPSL-CM6A-LR,r8i1p1f1,tasmax,SON,BIAS,-0.1,NA
IPSL-CM6A-LR,r9i1p1f1,tasmax,DJF,RMSE,0.3,NA
IPSL-CM6A-LR,r9i1p1f1,tasmax,DJF,BIAS,-0.2,NA
IPSL-CM6A-LR,r9i1p1f1,tasmax,MAM,RMSE,0.2,NA
IPSL-CM6A-LR,r9i1p1f1,tasmax,MAM,BIAS,-0.2,NA
IPSL-CM6A-LR,r9i1p1f1,tasmax,JJA,RMSE,0.1,NA
IPSL-CM6A-LR,r9i1p1f1,tasmax,JJA,BIAS,-0.1,NA
IPSL-CM6A-LR,r9i1p1f1,tasmax,SON,RMSE,0.1,NA
IPSL-CM6A-LR,r9i1p1f1,tasmax,SON,BIAS,0,NA
IPSL-CM6A-LR,r10i1p1f1,tasmax,DJF,RMSE,0.1,NA
IPSL-CM6A-LR,r10i1p1f1,tasmax,DJF,BIAS,0,NA
IPSL-CM6A-LR,r10i1p1f1,tasmax,MAM,RMSE,0.1,NA
IPSL-CM6A-LR,r10i1p1f1,tasmax,MAM,BIAS,0,NA
