Model,Member,Var,Season,RMSE,BIAS,Both
ACCESS-ESM1-5,r2i1p1f1,DTR,MAM,0.1,0,0.1
ACCESS-ESM1-5,r2i1p1f1,DTR,JJA,0.1,0,0.1
ACCESS-ESM1-5,r2i1p1f1,DTR,SON,0.1,0,0.1
ACCESS-ESM1-5,r3i1p1f1,DTR,DJF,0.1,0,0.1
ACCESS-ESM1-5,r3i1p1f1,DTR,MAM,0.1,0,0.1
ACCESS-ESM1-5,r3i1p1f1,DTR,JJA,0.1,0,0.1
ACCESS-ESM1-5,r3i1p1f1,DTR,SON,0.1,0,0.1
ACCESS-ESM1-5,r4i1p1f1,DTR,DJF,0.1,0,0.1
ACCESS-ESM1-5,r4i1p1f1,DTR,MAM,0.1,0,0.1
ACCESS-ESM1-5,r4i1p1f1,DTR,JJA,0.1,0,0.1
ACCESS-ESM1-5,r4i1p1f1,DTR,SON,0.1,0,0.1
ACCESS-ESM1-5,r5i1p1f1,DTR,DJF,0.1,0,0.1
ACCESS-ESM1-5,r5i1p1f1,DTR,MAM,0.1,0,0.1
ACCESS-ESM1-5,r5i1p1f1,DTR,JJA,0.1,0,0.1
ACCESS-ESM1-5,r5i1p1f1,DTR,SON,0.1,0,0.1
AWI-CM-1-1-MR,r1i1p1f1,DTR,DJF,0.1,0,0.1
AWI-CM-1-1-MR,r1i1p1f1,DTR,MAM,0.1,0,0.1
AWI-CM-1-1-MR,r1i1p1f1,DTR,JJA,0.1,0,0.1
AWI-CM-1-1-MR,r1i1p1f1,DTR,SON,0.1,0,0.1
AWI-CM-1-1-MR,r2i1p1f1,DTR,DJF,0.1,0,0.1
AWI-CM-1-1-MR,r2i1p1f1,DTR,MAM,0.1,0,0.1
AWI-CM-1-1-MR,r2i1p1f1,DTR,JJA,0.1,0,0.1
AWI-CM-1-1-MR,r2i1p1f1,DTR,SON,0.1,0,0.1
AWI-CM-1-1-MR,r3i1p1f1,DTR,DJF,0.1,0,0.1
AWI-CM-1-1-MR,r3i1p1f1,DTR,MAM,0.1,0.1,0.14142135623730953
AWI-CM-1-1-MR,r3i1p1f1,DTR,JJA,0.1,0.1,0.14142135623730953
AWI-CM-1-1-MR,r3i1p1f1,DTR,SON,0.1,0,0.1
AWI-CM-1-1-MR,r4i1p1f1,DTR,DJF,0.1,0,0.1
AWI-CM-1-1-MR,r4i1p1f1,DTR,MAM,0.1,0,0.1
AWI-CM-1-1-MR,r4i1p1f1,DTR,JJA,0.1,-0.1,0.14142135623730953
AWI-CM-1-1-MR,r4i1p1f1,DTR,SON,0.1,0,0.1
AWI-CM-1-1-MR,r5i1p1f1,DTR,DJF,0.1,0,0.1
AWI-CM-1-1-MR,r5i1p1f1,DTR,MAM,0.1,0,0.1
AWI-CM-1-1-MR,r5i1p1f1,DTR,JJA,0.1,0,0.1
AWI-CM-1-1-MR,r5i1p1f1,DTR,SON,0,0,0
BCC-CSM2-MR,r1i1p1f1,DTR,DJF,0,0,0
BCC-CSM2-MR,r1i1p1f1,DTR,MAM,0,0,0
BCC-CSM2-MR,r1i1p1f1,DTR,JJA,0,0,0
BCC-CSM2-MR,r1i1p1f1,DTR,SON,0,0,0
CESM2-LENS,r1i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r1i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r1i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r1i1p1f1,DTR,SON,0.1,0,0.1
CESM2-LENS,r2i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r2i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r2i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r2i1p1f1,DTR,SON,0.1,0,0.1
CESM2-LENS,r3i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r3i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r3i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r3i1p1f1,DTR,SON,0.1,0,0.1
CESM2-LENS,r4i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r4i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r4i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r4i1p1f1,DTR,SON,0.1,0,0.1
CESM2-LENS,r5i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r5i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r5i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r5i1p1f1,DTR,SON,0.1,0,0.1
CESM2-LENS,r6i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r6i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r6i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r6i1p1f1,DTR,SON,0.1,0,0.1
CESM2-LENS,r7i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r7i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r7i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r7i1p1f1,DTR,SON,0.1,0,0.1
CESM2-LENS,r8i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r8i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r8i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r8i1p1f1,DTR,SON,0.1,0,0.1
CESM2-LENS,r9i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r9i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r9i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r9i1p1f1,DTR,SON,0.1,0,0.1
CESM2-LENS,r10i1p1f1,DTR,DJF,0.1,0,0.1
CESM2-LENS,r10i1p1f1,DTR,MAM,0.1,0,0.1
CESM2-LENS,r10i1p1f1,DTR,JJA,0.1,0,0.1
CESM2-LENS,r10i1p1f1,DTR,SON,0.1,0,0.1
CNRM-CM6-1,r1i1p1f2,DTR,DJF,0,0,0
CNRM-CM6-1,r1i1p1f2,DTR,MAM,0,0,0
CNRM-CM6-1,r1i1p1f2,DTR,JJA,0,0,0
CNRM-CM6-1,r1i1p1f2,DTR,SON,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,DTR,DJF,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,DTR,MAM,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,DTR,JJA,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,DTR,SON,0,0,0
CNRM-ESM2-1,r1i1p1f2,DTR,DJF,0,0,0
CNRM-ESM2-1,r1i1p1f2,DTR,MAM,0,0,0
CNRM-ESM2-1,r1i1p1f2,DTR,JJA,0,0,0
CNRM-ESM2-1,r1i1p1f2,DTR,SON,0,0,0
CanESM5,r1i1p1f1,DTR,DJF,0.1,0,0.1
CanESM5,r1i1p1f1,DTR,MAM,0.1,0,0.1
CanESM5,r1i1p1f1,DTR,JJA,0.1,0,0.1
CanESM5,r1i1p1f1,DTR,SON,0.1,0,0.1
CanESM5,r2i1p1f1,DTR,DJF,0.1,0.1,0.14142135623730953
CanESM5,r2i1p1f1,DTR,MAM,0.1,0,0.1
CanESM5,r2i1p1f1,DTR,JJA,0.1,0,0.1
CanESM5,r2i1p1f1,DTR,SON,0.1,0.1,0.14142135623730953
CanESM5,r3i1p1f1,DTR,DJF,0.1,0,0.1
CanESM5,r3i1p1f1,DTR,MAM,0.1,0,0.1
CanESM5,r3i1p1f1,DTR,JJA,0.1,0,0.1
CanESM5,r3i1p1f1,DTR,SON,0.1,0,0.1
CanESM5,r4i1p1f1,DTR,DJF,0.1,-0.1,0.14142135623730953
CanESM5,r4i1p1f1,DTR,MAM,0.1,0,0.1
CanESM5,r4i1p1f1,DTR,JJA,0.1,-0.1,0.14142135623730953
CanESM5,r4i1p1f1,DTR,SON,0.1,0,0.1
CanESM5,r5i1p1f1,DTR,DJF,0.1,0,0.1
CanESM5,r5i1p1f1,DTR,MAM,0.1,0,0.1
CanESM5,r5i1p1f1,DTR,JJA,0.1,0.1,0.14142135623730953
CanESM5,r5i1p1f1,DTR,SON,0.1,0,0.1
CanESM5,r6i1p1f1,DTR,DJF,0.1,0,0.1
CanESM5,r6i1p1f1,DTR,MAM,0.1,0,0.1
CanESM5,r6i1p1f1,DTR,JJA,0.1,0,0.1
CanESM5,r6i1p1f1,DTR,SON,0.1,0,0.1
CanESM5,r7i1p1f1,DTR,DJF,0.1,0,0.1
CanESM5,r7i1p1f1,DTR,MAM,0.1,0,0.1
CanESM5,r7i1p1f1,DTR,JJA,0.1,0,0.1
CanESM5,r7i1p1f1,DTR,SON,0.1,0.1,0.14142135623730953
EC-Earth3,r1i1p1f1,DTR,DJF,0.1,0.1,0.14142135623730953
EC-Earth3,r1i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3,r1i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3,r1i1p1f1,DTR,SON,0.1,0,0.1
EC-Earth3,r2i1p1f1,DTR,DJF,0.1,0,0.1
EC-Earth3,r2i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3,r2i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3,r2i1p1f1,DTR,SON,0.1,0,0.1
EC-Earth3,r3i1p1f1,DTR,DJF,0.1,0,0.1
EC-Earth3,r3i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3,r3i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3,r3i1p1f1,DTR,SON,0.1,0,0.1
EC-Earth3,r4i1p1f1,DTR,DJF,0.1,-0.1,0.14142135623730953
EC-Earth3,r4i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3,r4i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3,r4i1p1f1,DTR,SON,0.1,0,0.1
EC-Earth3-Veg,r1i1p1f1,DTR,DJF,0.1,-0.1,0.14142135623730953
EC-Earth3-Veg,r1i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3-Veg,r1i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3-Veg,r1i1p1f1,DTR,SON,0.1,0,0.1
EC-Earth3-Veg,r2i1p1f1,DTR,DJF,0.1,0,0.1
EC-Earth3-Veg,r2i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3-Veg,r2i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3-Veg,r2i1p1f1,DTR,SON,0.1,0,0.1
EC-Earth3-Veg,r3i1p1f1,DTR,DJF,0.1,0,0.1
EC-Earth3-Veg,r3i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3-Veg,r3i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3-Veg,r3i1p1f1,DTR,SON,0.1,0,0.1
EC-Earth3-Veg,r4i1p1f1,DTR,DJF,0.1,0.1,0.14142135623730953
EC-Earth3-Veg,r4i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3-Veg,r4i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3-Veg,r4i1p1f1,DTR,SON,0.1,0,0.1
EC-Earth3-Veg,r5i1p1f1,DTR,DJF,0.1,0,0.1
EC-Earth3-Veg,r5i1p1f1,DTR,MAM,0.1,0,0.1
EC-Earth3-Veg,r5i1p1f1,DTR,JJA,0.1,0,0.1
EC-Earth3-Veg,r5i1p1f1,DTR,SON,0.1,0,0.1
FGOALS-g3,r1i1p1f1,DTR,DJF,0.1,0,0.1
FGOALS-g3,r1i1p1f1,DTR,MAM,0.1,0,0.1
FGOALS-g3,r1i1p1f1,DTR,JJA,0.1,0,0.1
FGOALS-g3,r1i1p1f1,DTR,SON,0.1,0,0.1
FGOALS-g3,r3i1p1f1,DTR,DJF,0.1,0,0.1
FGOALS-g3,r3i1p1f1,DTR,MAM,0.1,0,0.1
FGOALS-g3,r3i1p1f1,DTR,JJA,0,0,0
FGOALS-g3,r3i1p1f1,DTR,SON,0.1,0,0.1
FGOALS-g3,r4i1p1f1,DTR,DJF,0.1,0,0.1
FGOALS-g3,r4i1p1f1,DTR,MAM,0.1,0,0.1
FGOALS-g3,r4i1p1f1,DTR,JJA,0.1,0,0.1
FGOALS-g3,r4i1p1f1,DTR,SON,0.1,0,0.1
FGOALS-g3,r5i1p1f1,DTR,DJF,0.1,0.1,0.14142135623730953
FGOALS-g3,r5i1p1f1,DTR,MAM,0.1,0,0.1
FGOALS-g3,r5i1p1f1,DTR,JJA,0.1,0,0.1
FGOALS-g3,r5i1p1f1,DTR,SON,0.1,0,0.1
GFDL-CM4,r1i1p1f1,DTR,DJF,0,0,0
GFDL-CM4,r1i1p1f1,DTR,MAM,0,0,0
GFDL-CM4,r1i1p1f1,DTR,JJA,0,0,0
GFDL-CM4,r1i1p1f1,DTR,SON,0,0,0
GFDL-ESM4,r1i1p1f1,DTR,DJF,0,0,0
GFDL-ESM4,r1i1p1f1,DTR,MAM,0,0,0
GFDL-ESM4,r1i1p1f1,DTR,JJA,0,0,0
GFDL-ESM4,r1i1p1f1,DTR,SON,0,0,0
HadGEM3-GC31-LL,r1i1p1f3,DTR,DJF,0.1,0,0.1
HadGEM3-GC31-LL,r1i1p1f3,DTR,MAM,0.1,0.1,0.14142135623730953
HadGEM3-GC31-LL,r1i1p1f3,DTR,JJA,0.1,0.1,0.14142135623730953
HadGEM3-GC31-LL,r1i1p1f3,DTR,SON,0.1,0,0.1
HadGEM3-GC31-LL,r2i1p1f3,DTR,DJF,0.1,0,0.1
HadGEM3-GC31-LL,r2i1p1f3,DTR,MAM,0.1,0,0.1
HadGEM3-GC31-LL,r2i1p1f3,DTR,JJA,0.1,0,0.1
HadGEM3-GC31-LL,r2i1p1f3,DTR,SON,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,DTR,DJF,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,DTR,MAM,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,DTR,JJA,0.1,0.1,0.14142135623730953
HadGEM3-GC31-LL,r3i1p1f3,DTR,SON,0.1,0,0.1
HadGEM3-GC31-MM,r1i1p1f3,DTR,DJF,0.1,0,0.1
HadGEM3-GC31-MM,r1i1p1f3,DTR,MAM,0.1,0,0.1
HadGEM3-GC31-MM,r1i1p1f3,DTR,JJA,0.1,0,0.1
HadGEM3-GC31-MM,r1i1p1f3,DTR,SON,0.1,0.1,0.14142135623730953
HadGEM3-GC31-MM,r2i1p1f3,DTR,DJF,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,DTR,MAM,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,DTR,JJA,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,DTR,SON,0.1,0.1,0.14142135623730953
INM-CM4-8,r1i1p1f1,DTR,DJF,0,0,0
INM-CM4-8,r1i1p1f1,DTR,MAM,0,0,0
INM-CM4-8,r1i1p1f1,DTR,JJA,0,0,0
INM-CM4-8,r1i1p1f1,DTR,SON,0,0,0
INM-CM5-0,r1i1p1f1,DTR,DJF,0.1,0,0.1
INM-CM5-0,r1i1p1f1,DTR,MAM,0.1,0,0.1
INM-CM5-0,r1i1p1f1,DTR,JJA,0.1,0,0.1
INM-CM5-0,r1i1p1f1,DTR,SON,0.1,0,0.1
INM-CM5-0,r2i1p1f1,DTR,DJF,0.1,0,0.1
INM-CM5-0,r2i1p1f1,DTR,MAM,0.1,-0.1,0.14142135623730953
INM-CM5-0,r2i1p1f1,DTR,JJA,0.1,-0.1,0.14142135623730953
INM-CM5-0,r2i1p1f1,DTR,SON,0.1,0,0.1
INM-CM5-0,r3i1p1f1,DTR,DJF,0.1,0,0.1
INM-CM5-0,r3i1p1f1,DTR,MAM,0.1,0,0.1
INM-CM5-0,r3i1p1f1,DTR,JJA,0.1,0,0.1
INM-CM5-0,r3i1p1f1,DTR,SON,0.1,0,0.1
INM-CM5-0,r4i1p1f1,DTR,DJF,0.1,0,0.1
INM-CM5-0,r4i1p1f1,DTR,MAM,0.1,0,0.1
INM-CM5-0,r4i1p1f1,DTR,JJA,0.1,0,0.1
INM-CM5-0,r4i1p1f1,DTR,SON,0.1,0,0.1
INM-CM5-0,r5i1p1f1,DTR,DJF,0.2,0,0.2
INM-CM5-0,r5i1p1f1,DTR,MAM,0.1,0,0.1
INM-CM5-0,r5i1p1f1,DTR,JJA,0.1,0,0.1
INM-CM5-0,r5i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r1i1p1f1,DTR,DJF,0.2,-0.1,0.223606797749979
IPSL-CM6A-LR,r1i1p1f1,DTR,MAM,0.1,0,0.1
IPSL-CM6A-LR,r1i1p1f1,DTR,JJA,0.1,0,0.1
IPSL-CM6A-LR,r1i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r2i1p1f1,DTR,DJF,0.1,-0.1,0.14142135623730953
IPSL-CM6A-LR,r2i1p1f1,DTR,MAM,0.1,-0.1,0.14142135623730953
IPSL-CM6A-LR,r2i1p1f1,DTR,JJA,0.1,0,0.1
IPSL-CM6A-LR,r2i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,DTR,DJF,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,DTR,MAM,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,DTR,JJA,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r4i1p1f1,DTR,DJF,0.1,0,0.1
IPSL-CM6A-LR,r4i1p1f1,DTR,MAM,0.1,0.1,0.14142135623730953
IPSL-CM6A-LR,r4i1p1f1,DTR,JJA,0.1,0.1,0.14142135623730953
IPSL-CM6A-LR,r4i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r5i1p1f1,DTR,DJF,0.1,0,0.1
IPSL-CM6A-LR,r5i1p1f1,DTR,MAM,0.1,0,0.1
IPSL-CM6A-LR,r5i1p1f1,DTR,JJA,0.1,0,0.1
IPSL-CM6A-LR,r5i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r6i1p1f1,DTR,DJF,0.1,0.1,0.14142135623730953
IPSL-CM6A-LR,r6i1p1f1,DTR,MAM,0.1,0.1,0.14142135623730953
IPSL-CM6A-LR,r6i1p1f1,DTR,JJA,0.1,0,0.1
IPSL-CM6A-LR,r6i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r7i1p1f1,DTR,DJF,0.2,0,0.2
IPSL-CM6A-LR,r7i1p1f1,DTR,MAM,0.1,0,0.1
IPSL-CM6A-LR,r7i1p1f1,DTR,JJA,0.1,-0.1,0.14142135623730953
IPSL-CM6A-LR,r7i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r8i1p1f1,DTR,DJF,0.1,0,0.1
IPSL-CM6A-LR,r8i1p1f1,DTR,MAM,0.1,0,0.1
IPSL-CM6A-LR,r8i1p1f1,DTR,JJA,0.1,0,0.1
IPSL-CM6A-LR,r8i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r9i1p1f1,DTR,DJF,0.2,0.1,0.223606797749979
IPSL-CM6A-LR,r9i1p1f1,DTR,MAM,0.1,0,0.1
IPSL-CM6A-LR,r9i1p1f1,DTR,JJA,0.1,0,0.1
IPSL-CM6A-LR,r9i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r10i1p1f1,DTR,DJF,0.2,-0.1,0.223606797749979
IPSL-CM6A-LR,r10i1p1f1,DTR,MAM,0.1,0,0.1
IPSL-CM6A-LR,r10i1p1f1,DTR,JJA,0.1,0,0.1
IPSL-CM6A-LR,r10i1p1f1,DTR,SON,0.1,0,0.1
KACE-1-0-G,r1i1p1f1,DTR,DJF,0.1,0,0.1
KACE-1-0-G,r1i1p1f1,DTR,MAM,0.2,-0.1,0.223606797749979
KACE-1-0-G,r1i1p1f1,DTR,JJA,0.1,-0.1,0.14142135623730953
KACE-1-0-G,r1i1p1f1,DTR,SON,0.1,0,0.1
KACE-1-0-G,r2i1p1f1,DTR,DJF,0.1,0,0.1
KACE-1-0-G,r2i1p1f1,DTR,MAM,0.1,0,0.1
KACE-1-0-G,r2i1p1f1,DTR,JJA,0.1,0,0.1
KACE-1-0-G,r2i1p1f1,DTR,SON,0.1,0.1,0.14142135623730953
KACE-1-0-G,r3i1p1f1,DTR,DJF,0.1,0,0.1
KACE-1-0-G,r3i1p1f1,DTR,MAM,0.2,0.1,0.223606797749979
KACE-1-0-G,r3i1p1f1,DTR,JJA,0.2,0.1,0.223606797749979
KACE-1-0-G,r3i1p1f1,DTR,SON,0.1,-0.1,0.14142135623730953
MIROC6,r1i1p1f1,DTR,DJF,0.1,0,0.1
MIROC6,r1i1p1f1,DTR,MAM,0.1,0,0.1
MIROC6,r1i1p1f1,DTR,JJA,0.1,0,0.1
MIROC6,r1i1p1f1,DTR,SON,0.1,0,0.1
MIROC6,r2i1p1f1,DTR,DJF,0.1,0,0.1
MIROC6,r2i1p1f1,DTR,MAM,0.1,0.1,0.14142135623730953
MIROC6,r2i1p1f1,DTR,JJA,0.1,0.1,0.14142135623730953
MIROC6,r2i1p1f1,DTR,SON,0.1,0,0.1
MIROC6,r3i1p1f1,DTR,DJF,0.1,0,0.1
MIROC6,r3i1p1f1,DTR,MAM,0.2,0,0.2
MIROC6,r3i1p1f1,DTR,JJA,0.1,0,0.1
MIROC6,r3i1p1f1,DTR,SON,0.1,0,0.1
MIROC6,r4i1p1f1,DTR,DJF,0.1,0,0.1
MIROC6,r4i1p1f1,DTR,MAM,0.1,0.1,0.14142135623730953
MIROC6,r4i1p1f1,DTR,JJA,0.1,0,0.1
MIROC6,r4i1p1f1,DTR,SON,0.1,0,0.1
MIROC6,r5i1p1f1,DTR,DJF,0.1,-0.1,0.14142135623730953
MIROC6,r5i1p1f1,DTR,MAM,0.1,-0.1,0.14142135623730953
MIROC6,r5i1p1f1,DTR,JJA,0.2,-0.1,0.223606797749979
MIROC6,r5i1p1f1,DTR,SON,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r1i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r1i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r1i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r1i1p1f1,DTR,SON,0.1,0,0.1
MPI-ESM1-2-HR,r2i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r2i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r2i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r2i1p1f1,DTR,SON,0.1,0,0.1
MPI-ESM1-2-HR,r3i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r3i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r3i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r3i1p1f1,DTR,SON,0.1,0,0.1
MPI-ESM1-2-HR,r4i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r4i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r4i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r4i1p1f1,DTR,SON,0.1,0,0.1
MPI-ESM1-2-HR,r5i1p1f1,DTR,DJF,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r5i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r5i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r5i1p1f1,DTR,SON,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r6i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r6i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r6i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r6i1p1f1,DTR,SON,0,0,0
MPI-ESM1-2-HR,r7i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r7i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r7i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r7i1p1f1,DTR,SON,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-HR,r8i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r8i1p1f1,DTR,MAM,0.1,0.1,0.14142135623730953
MPI-ESM1-2-HR,r8i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r8i1p1f1,DTR,SON,0.1,0,0.1
MPI-ESM1-2-HR,r9i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r9i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r9i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r9i1p1f1,DTR,SON,0.1,0.1,0.14142135623730953
MPI-ESM1-2-HR,r10i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r10i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r10i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r10i1p1f1,DTR,SON,0.1,0,0.1
MPI-ESM1-2-LR,r1i1p1f1,DTR,DJF,0.1,0.1,0.14142135623730953
MPI-ESM1-2-LR,r1i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r1i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r1i1p1f1,DTR,SON,0.1,0.1,0.14142135623730953
MPI-ESM1-2-LR,r2i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r2i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r2i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r2i1p1f1,DTR,SON,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r3i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r3i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r3i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r3i1p1f1,DTR,SON,0.1,0,0.1
MPI-ESM1-2-LR,r4i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r4i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r4i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r4i1p1f1,DTR,SON,0.1,0,0.1
MPI-ESM1-2-LR,r5i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r5i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r5i1p1f1,DTR,JJA,0.1,0.1,0.14142135623730953
MPI-ESM1-2-LR,r5i1p1f1,DTR,SON,0.1,0.1,0.14142135623730953
MPI-ESM1-2-LR,r6i1p1f1,DTR,DJF,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r6i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r6i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r6i1p1f1,DTR,SON,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r7i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r7i1p1f1,DTR,MAM,0.1,-0.1,0.14142135623730953
MPI-ESM1-2-LR,r7i1p1f1,DTR,JJA,0.1,0,0.1
