Model,Member,Var,Season,RMSE,BIAS,Both
MPI-ESM1-2-HR,r4i1p1f1,pr,JJA,9.1,-3.7,9.82344135219425
MPI-ESM1-2-HR,r4i1p1f1,pr,SON,5.7,-0.7,5.742821606144492
MPI-ESM1-2-HR,r5i1p1f1,pr,DJF,4.4,2.8,5.215361924162119
MPI-ESM1-2-HR,r5i1p1f1,pr,MAM,5.6,0.7,5.643580423808984
MPI-ESM1-2-HR,r5i1p1f1,pr,JJA,8.1,-1.5,8.237718130647588
MPI-ESM1-2-HR,r5i1p1f1,pr,SON,5.8,2,6.135144660071187
MPI-ESM1-2-HR,r6i1p1f1,pr,DJF,4.9,-1.5,5.1244511901275835
MPI-ESM1-2-HR,r6i1p1f1,pr,MAM,4.9,-1.5,5.1244511901275835
MPI-ESM1-2-HR,r6i1p1f1,pr,JJA,8.4,-0.9,8.448076704197234
MPI-ESM1-2-HR,r6i1p1f1,pr,SON,5.2,0,5.2
MPI-ESM1-2-HR,r7i1p1f1,pr,DJF,3.3,-0.2,3.3060550509633075
MPI-ESM1-2-HR,r7i1p1f1,pr,MAM,5.3,1.4,5.481788029466299
MPI-ESM1-2-HR,r7i1p1f1,pr,JJA,9.3,1.8,9.472592042308166
MPI-ESM1-2-HR,r7i1p1f1,pr,SON,8.1,4.5,9.2660671268883
MPI-ESM1-2-HR,r8i1p1f1,pr,DJF,3.6,0,3.6
MPI-ESM1-2-HR,r8i1p1f1,pr,MAM,5.7,-1.9,6.008327554319921
MPI-ESM1-2-HR,r8i1p1f1,pr,JJA,8.5,-3.9,9.35200513259055
MPI-ESM1-2-HR,r8i1p1f1,pr,SON,6.1,-2.2,6.48459713474939
MPI-ESM1-2-HR,r9i1p1f1,pr,DJF,3.8,-1.5,4.085339643163099
MPI-ESM1-2-HR,r9i1p1f1,pr,MAM,5.7,-1.1,5.805170109479997
MPI-ESM1-2-HR,r9i1p1f1,pr,JJA,7.5,-2.8,8.005623023850173
MPI-ESM1-2-HR,r9i1p1f1,pr,SON,6.8,-2.5,7.244998274671982
MPI-ESM1-2-HR,r10i1p1f1,pr,DJF,4.2,-2.2,4.741307836451879
MPI-ESM1-2-HR,r10i1p1f1,pr,MAM,4.2,0.2,4.2047592083257275
MPI-ESM1-2-HR,r10i1p1f1,pr,JJA,6.8,0.7,6.83593446428504
MPI-ESM1-2-HR,r10i1p1f1,pr,SON,6.8,0.7,6.83593446428504
MPI-ESM1-2-LR,r1i1p1f1,pr,DJF,5.4,1.2,5.531726674375733
MPI-ESM1-2-LR,r1i1p1f1,pr,MAM,5.6,-2.5,6.132699242584786
MPI-ESM1-2-LR,r1i1p1f1,pr,JJA,9.1,-2.8,9.52102935611481
MPI-ESM1-2-LR,r1i1p1f1,pr,SON,5.1,-1.9,5.442425929675111
MPI-ESM1-2-LR,r2i1p1f1,pr,DJF,3.4,-1.1,3.5735136770411273
MPI-ESM1-2-LR,r2i1p1f1,pr,MAM,4.9,1.3,5.069516742254631
MPI-ESM1-2-LR,r2i1p1f1,pr,JJA,7.8,-1.5,7.942921376924236
MPI-ESM1-2-LR,r2i1p1f1,pr,SON,7.7,4.4,8.868483523128406
MPI-ESM1-2-LR,r3i1p1f1,pr,DJF,3.7,-0.8,3.78549864614954
MPI-ESM1-2-LR,r3i1p1f1,pr,MAM,4.9,-1.5,5.1244511901275835
MPI-ESM1-2-LR,r3i1p1f1,pr,JJA,9.1,-2.2,9.362157870918434
MPI-ESM1-2-LR,r3i1p1f1,pr,SON,4.5,1.2,4.657252408878008
MPI-ESM1-2-LR,r4i1p1f1,pr,DJF,4.7,-0.6,4.738143096192854
MPI-ESM1-2-LR,r4i1p1f1,pr,MAM,5.5,1.4,5.675385449465085
MPI-ESM1-2-LR,r4i1p1f1,pr,JJA,9.6,-3.6,10.252804494381037
MPI-ESM1-2-LR,r4i1p1f1,pr,SON,5.9,-1.7,6.1400325732035
MPI-ESM1-2-LR,r5i1p1f1,pr,DJF,3.2,-0.4,3.22490309931942
MPI-ESM1-2-LR,r5i1p1f1,pr,MAM,4.9,-1.2,5.044799302251776
MPI-ESM1-2-LR,r5i1p1f1,pr,JJA,7,-2.8,7.539230729988305
MPI-ESM1-2-LR,r5i1p1f1,pr,SON,7.5,-4.1,8.54751425854324
MPI-ESM1-2-LR,r6i1p1f1,pr,DJF,4.4,-0.2,4.404543109109048
MPI-ESM1-2-LR,r6i1p1f1,pr,MAM,4.3,-0.2,4.304648650006176
MPI-ESM1-2-LR,r6i1p1f1,pr,JJA,8.4,0.4,8.409518416651455
MPI-ESM1-2-LR,r6i1p1f1,pr,SON,7.6,4.7,8.935882720806042
MPI-ESM1-2-LR,r7i1p1f1,pr,DJF,4.4,1.4,4.6173585522460785
MPI-ESM1-2-LR,r7i1p1f1,pr,MAM,6.5,2.5,6.96419413859206
MPI-ESM1-2-LR,r7i1p1f1,pr,JJA,7.1,0.9,7.1568149340331555
MPI-ESM1-2-LR,r7i1p1f1,pr,SON,5.8,3,6.529931086925803
MPI-ESM1-2-LR,r8i1p1f1,pr,DJF,3.8,1.7,4.162931659299729
MPI-ESM1-2-LR,r8i1p1f1,pr,MAM,6.7,-1.6,6.88839603971781
MPI-ESM1-2-LR,r8i1p1f1,pr,JJA,7.7,-0.7,7.731752712031083
MPI-ESM1-2-LR,r8i1p1f1,pr,SON,5.4,-2.1,5.79396237474839
MPI-ESM1-2-LR,r10i1p1f1,pr,DJF,3.6,0.8,3.687817782917155
MPI-ESM1-2-LR,r10i1p1f1,pr,MAM,6,0.6,6.029925372672534
MPI-ESM1-2-LR,r10i1p1f1,pr,JJA,8.1,0.3,8.105553651663778
MPI-ESM1-2-LR,r10i1p1f1,pr,SON,5.1,-0.9,5.1788029504896205
MRI-ESM2-0,r1i1p1f1,pr,DJF,3.6,0.2,3.605551275463989
MRI-ESM2-0,r1i1p1f1,pr,MAM,4.6,-0.6,4.638965401897281
MRI-ESM2-0,r1i1p1f1,pr,JJA,6.8,-2.6,7.280109889280518
MRI-ESM2-0,r1i1p1f1,pr,SON,4,-0.4,4.019950248448356
MRI-ESM2-0,r2i1p1f1,pr,DJF,3.6,1.5,3.9
MRI-ESM2-0,r2i1p1f1,pr,MAM,5,1.8,5.314132102234569
MRI-ESM2-0,r2i1p1f1,pr,JJA,7.4,0.4,7.410802925459562
MRI-ESM2-0,r2i1p1f1,pr,SON,4.1,-0.6,4.1436698710201325
MRI-ESM2-0,r3i1p1f1,pr,DJF,4.1,-0.3,4.110960958218893
MRI-ESM2-0,r3i1p1f1,pr,MAM,4.5,-0.8,4.570557952810575
MRI-ESM2-0,r3i1p1f1,pr,JJA,6.8,0.7,6.83593446428504
MRI-ESM2-0,r3i1p1f1,pr,SON,5.7,2.5,6.224146527838174
MRI-ESM2-0,r4i1p1f1,pr,DJF,5.3,-0.8,5.360037313302959
MRI-ESM2-0,r4i1p1f1,pr,MAM,5.5,-0.6,5.532630477449222
MRI-ESM2-0,r4i1p1f1,pr,JJA,7.1,-2.9,7.669419795525604
MRI-ESM2-0,r4i1p1f1,pr,SON,5.1,-0.6,5.1351728305871065
MRI-ESM2-0,r5i1p1f1,pr,DJF,3.5,-0.2,3.5057096285916205
MRI-ESM2-0,r5i1p1f1,pr,MAM,4.6,-0.1,4.601086828130936
MRI-ESM2-0,r5i1p1f1,pr,JJA,6.3,0.4,6.312685640834651
MRI-ESM2-0,r5i1p1f1,pr,SON,3.7,1.1,3.8600518131237567
NorESM2-LM,r1i1p1f1,pr,DJF,3.1,0.8,3.2015621187164247
NorESM2-LM,r1i1p1f1,pr,MAM,4.4,2,4.833218389437829
NorESM2-LM,r1i1p1f1,pr,JJA,6.3,-0.9,6.363961030678928
NorESM2-LM,r1i1p1f1,pr,SON,5.2,2.2,5.646237685397242
NorESM2-LM,r2i1p1f1,pr,DJF,3,0,3
NorESM2-LM,r2i1p1f1,pr,MAM,4,-0.2,4.004996878900157
NorESM2-LM,r2i1p1f1,pr,JJA,6,-0.9,6.067124524847006
NorESM2-LM,r2i1p1f1,pr,SON,6,0,6
NorESM2-LM,r3i1p1f1,pr,DJF,3.3,-1.1,3.478505426185217
NorESM2-LM,r3i1p1f1,pr,MAM,4.5,-1.9,4.884669896727925
NorESM2-LM,r3i1p1f1,pr,JJA,6.4,-1.3,6.5306967469022785
NorESM2-LM,r3i1p1f1,pr,SON,5,-1.1,5.119570294468081
NorESM2-MM,r1i1p1f1,pr,DJF,5.4,-2.2,5.830951894845301
NorESM2-MM,r1i1p1f1,pr,MAM,4.4,-1.5,4.648655719667784
NorESM2-MM,r1i1p1f1,pr,JJA,6.3,-2.3,6.706713054842886
NorESM2-MM,r1i1p1f1,pr,SON,4.5,-1.5,4.743416490252569
NorESM2-MM,r2i1p1f1,pr,DJF,4.4,2,4.833218389437829
NorESM2-MM,r2i1p1f1,pr,MAM,3.8,1,3.9293765408777
NorESM2-MM,r2i1p1f1,pr,JJA,5.8,0.3,5.807753438292642
NorESM2-MM,r2i1p1f1,pr,SON,5.1,2.5,5.67978872846517
TaiESM1,r1i1p1f1,pr,DJF,1.7,0,1.7
TaiESM1,r1i1p1f1,pr,MAM,2.8,0.3,2.8160255680657444
TaiESM1,r1i1p1f1,pr,JJA,5.1,-0.8,5.162363799656123
TaiESM1,r1i1p1f1,pr,SON,2.6,0.3,2.6172504656604803
ACCESS-CM2,r1i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
ACCESS-CM2,r1i1p1f1,tasmax,MAM,0.1,0,0.1
ACCESS-CM2,r1i1p1f1,tasmax,JJA,0.1,0,0.1
ACCESS-CM2,r1i1p1f1,tasmax,SON,0.1,0,0.1
ACCESS-CM2,r2i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
ACCESS-CM2,r2i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
ACCESS-CM2,r2i1p1f1,tasmax,JJA,0.1,0.1,0.14142135623730953
ACCESS-CM2,r2i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
ACCESS-CM2,r3i1p1f1,tasmax,DJF,0.1,0,0.1
ACCESS-CM2,r3i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
ACCESS-CM2,r3i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
ACCESS-CM2,r3i1p1f1,tasmax,SON,0.1,0,0.1
ACCESS-ESM1-5,r1i1p1f1,tasmax,DJF,0.1,0,0.1
ACCESS-ESM1-5,r1i1p1f1,tasmax,MAM,0.1,0.1,0.14142135623730953
ACCESS-ESM1-5,r1i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
ACCESS-ESM1-5,r1i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
ACCESS-ESM1-5,r2i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
ACCESS-ESM1-5,r2i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
ACCESS-ESM1-5,r2i1p1f1,tasmax,JJA,0.2,0,0.2
ACCESS-ESM1-5,r2i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
ACCESS-ESM1-5,r3i1p1f1,tasmax,DJF,0.1,0,0.1
ACCESS-ESM1-5,r3i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
ACCESS-ESM1-5,r3i1p1f1,tasmax,JJA,0.1,0,0.1
ACCESS-ESM1-5,r3i1p1f1,tasmax,SON,0.1,-0.1,0.14142135623730953
ACCESS-ESM1-5,r4i1p1f1,tasmax,DJF,0.2,0.2,0.28284271247461906
ACCESS-ESM1-5,r4i1p1f1,tasmax,MAM,0.1,0.1,0.14142135623730953
ACCESS-ESM1-5,r4i1p1f1,tasmax,JJA,0.1,0,0.1
ACCESS-ESM1-5,r4i1p1f1,tasmax,SON,0.1,0,0.1
ACCESS-ESM1-5,r5i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
ACCESS-ESM1-5,r5i1p1f1,tasmax,MAM,0.1,0,0.1
ACCESS-ESM1-5,r5i1p1f1,tasmax,JJA,0.2,-0.2,0.28284271247461906
ACCESS-ESM1-5,r5i1p1f1,tasmax,SON,0.2,0,0.2
AWI-CM-1-1-MR,r1i1p1f1,tasmax,DJF,0.2,0.3,0.36055512754639896
AWI-CM-1-1-MR,r1i1p1f1,tasmax,MAM,0.2,-0.3,0.36055512754639896
AWI-CM-1-1-MR,r1i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
AWI-CM-1-1-MR,r1i1p1f1,tasmax,SON,0.2,-0.1,0.223606797749979
AWI-CM-1-1-MR,r2i1p1f1,tasmax,DJF,0.1,0,0.1
AWI-CM-1-1-MR,r2i1p1f1,tasmax,MAM,0.1,0,0.1
AWI-CM-1-1-MR,r2i1p1f1,tasmax,JJA,0.1,0,0.1
AWI-CM-1-1-MR,r2i1p1f1,tasmax,SON,0.1,0,0.1
AWI-CM-1-1-MR,r3i1p1f1,tasmax,DJF,0.3,0.3,0.4242640687119285
AWI-CM-1-1-MR,r3i1p1f1,tasmax,MAM,0.2,0.2,0.28284271247461906
AWI-CM-1-1-MR,r3i1p1f1,tasmax,JJA,0.2,0.2,0.28284271247461906
AWI-CM-1-1-MR,r3i1p1f1,tasmax,SON,0.2,0.2,0.28284271247461906
AWI-CM-1-1-MR,r4i1p1f1,tasmax,DJF,0.3,-0.2,0.36055512754639896
AWI-CM-1-1-MR,r4i1p1f1,tasmax,MAM,0.1,-0.1,0.14142135623730953
AWI-CM-1-1-MR,r4i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
AWI-CM-1-1-MR,r4i1p1f1,tasmax,SON,0.2,-0.1,0.223606797749979
AWI-CM-1-1-MR,r5i1p1f1,tasmax,DJF,0.1,0,0.1
AWI-CM-1-1-MR,r5i1p1f1,tasmax,MAM,0.2,0.2,0.28284271247461906
AWI-CM-1-1-MR,r5i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
AWI-CM-1-1-MR,r5i1p1f1,tasmax,SON,0.2,0.1,0.223606797749979
BCC-CSM2-MR,r1i1p1f1,tasmax,DJF,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmax,MAM,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmax,JJA,0,0,0
BCC-CSM2-MR,r1i1p1f1,tasmax,SON,0,0,0
CESM2-LENS,r1i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
CESM2-LENS,r1i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
CESM2-LENS,r1i1p1f1,tasmax,JJA,0.1,0.1,0.14142135623730953
CESM2-LENS,r1i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
CESM2-LENS,r2i1p1f1,tasmax,DJF,0.4,-0.3,0.5
CESM2-LENS,r2i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
CESM2-LENS,r2i1p1f1,tasmax,JJA,0.1,0,0.1
CESM2-LENS,r2i1p1f1,tasmax,SON,0.1,0,0.1
CESM2-LENS,r3i1p1f1,tasmax,DJF,0.1,0.1,0.14142135623730953
CESM2-LENS,r3i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
CESM2-LENS,r3i1p1f1,tasmax,JJA,0.1,0,0.1
CESM2-LENS,r3i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
CESM2-LENS,r4i1p1f1,tasmax,DJF,0.2,0,0.2
CESM2-LENS,r4i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
CESM2-LENS,r4i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
CESM2-LENS,r4i1p1f1,tasmax,SON,0.2,-0.2,0.28284271247461906
CESM2-LENS,r5i1p1f1,tasmax,DJF,0.1,0,0.1
CESM2-LENS,r5i1p1f1,tasmax,MAM,0.1,0.1,0.14142135623730953
CESM2-LENS,r5i1p1f1,tasmax,JJA,0.1,0.1,0.14142135623730953
CESM2-LENS,r5i1p1f1,tasmax,SON,0.1,0,0.1
CESM2-LENS,r6i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
CESM2-LENS,r6i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
CESM2-LENS,r6i1p1f1,tasmax,JJA,0.1,0,0.1
CESM2-LENS,r6i1p1f1,tasmax,SON,0.1,0,0.1
CESM2-LENS,r7i1p1f1,tasmax,DJF,0.3,-0.1,0.31622776601683794
CESM2-LENS,r7i1p1f1,tasmax,MAM,0.2,0,0.2
CESM2-LENS,r7i1p1f1,tasmax,JJA,0.1,0,0.1
CESM2-LENS,r7i1p1f1,tasmax,SON,0.1,0,0.1
CESM2-LENS,r8i1p1f1,tasmax,DJF,0.2,0,0.2
CESM2-LENS,r8i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
CESM2-LENS,r8i1p1f1,tasmax,JJA,0.1,0,0.1
CESM2-LENS,r8i1p1f1,tasmax,SON,0.1,-0.1,0.14142135623730953
CESM2-LENS,r9i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
CESM2-LENS,r9i1p1f1,tasmax,MAM,0.2,0,0.2
CESM2-LENS,r9i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
CESM2-LENS,r9i1p1f1,tasmax,SON,0.2,0.1,0.223606797749979
CESM2-LENS,r10i1p1f1,tasmax,DJF,0.3,0.2,0.36055512754639896
CESM2-LENS,r10i1p1f1,tasmax,MAM,0.3,0,0.3
CESM2-LENS,r10i1p1f1,tasmax,JJA,0.1,0,0.1
CESM2-LENS,r10i1p1f1,tasmax,SON,0.2,0.1,0.223606797749979
CNRM-CM6-1,r1i1p1f2,tasmax,DJF,0.1,0,0.1
CNRM-CM6-1,r1i1p1f2,tasmax,MAM,0,0,0
CNRM-CM6-1,r1i1p1f2,tasmax,JJA,0,0,0
CNRM-CM6-1,r1i1p1f2,tasmax,SON,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmax,DJF,0.1,0,0.1
CNRM-CM6-1-HR,r1i1p1f2,tasmax,MAM,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmax,JJA,0,0,0
CNRM-CM6-1-HR,r1i1p1f2,tasmax,SON,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmax,DJF,0.1,0,0.1
CNRM-ESM2-1,r1i1p1f2,tasmax,MAM,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmax,JJA,0,0,0
CNRM-ESM2-1,r1i1p1f2,tasmax,SON,0,0,0
CanESM5,r1i1p1f1,tasmax,DJF,0.1,-0.1,0.14142135623730953
CanESM5,r1i1p1f1,tasmax,MAM,0.1,0.1,0.14142135623730953
CanESM5,r1i1p1f1,tasmax,JJA,0.1,0,0.1
CanESM5,r1i1p1f1,tasmax,SON,0.1,0,0.1
CanESM5,r2i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
CanESM5,r2i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
CanESM5,r2i1p1f1,tasmax,JJA,0.1,0,0.1
CanESM5,r2i1p1f1,tasmax,SON,0.2,0.1,0.223606797749979
CanESM5,r3i1p1f1,tasmax,DJF,0.3,-0.2,0.36055512754639896
CanESM5,r3i1p1f1,tasmax,MAM,0.1,0,0.1
CanESM5,r3i1p1f1,tasmax,JJA,0.1,0.1,0.14142135623730953
CanESM5,r3i1p1f1,tasmax,SON,0.1,0,0.1
CanESM5,r4i1p1f1,tasmax,DJF,0.1,0.1,0.14142135623730953
CanESM5,r4i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
CanESM5,r4i1p1f1,tasmax,JJA,0.2,-0.1,0.223606797749979
CanESM5,r4i1p1f1,tasmax,SON,0.2,0,0.2
CanESM5,r5i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
CanESM5,r5i1p1f1,tasmax,MAM,0.1,0,0.1
CanESM5,r5i1p1f1,tasmax,JJA,0.1,0,0.1
CanESM5,r5i1p1f1,tasmax,SON,0.1,0,0.1
CanESM5,r6i1p1f1,tasmax,DJF,0.3,-0.2,0.36055512754639896
CanESM5,r6i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
CanESM5,r6i1p1f1,tasmax,JJA,0.1,0,0.1
CanESM5,r6i1p1f1,tasmax,SON,0.1,-0.1,0.14142135623730953
CanESM5,r7i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
CanESM5,r7i1p1f1,tasmax,MAM,0.1,0,0.1
CanESM5,r7i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
CanESM5,r7i1p1f1,tasmax,SON,0.2,0.1,0.223606797749979
EC-Earth3,r1i1p1f1,tasmax,DJF,0.7,-0.7,0.9899494936611665
EC-Earth3,r1i1p1f1,tasmax,MAM,0.6,-0.6,0.848528137423857
EC-Earth3,r1i1p1f1,tasmax,JJA,0.5,-0.5,0.7071067811865476
EC-Earth3,r1i1p1f1,tasmax,SON,0.5,-0.4,0.6403124237432849
EC-Earth3,r2i1p1f1,tasmax,DJF,0.2,0.2,0.28284271247461906
EC-Earth3,r2i1p1f1,tasmax,MAM,0.2,0.2,0.28284271247461906
EC-Earth3,r2i1p1f1,tasmax,JJA,0.2,0.2,0.28284271247461906
EC-Earth3,r2i1p1f1,tasmax,SON,0.2,0.2,0.28284271247461906
EC-Earth3,r3i1p1f1,tasmax,DJF,0.2,0.2,0.28284271247461906
EC-Earth3,r3i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
EC-Earth3,r3i1p1f1,tasmax,JJA,0.1,0,0.1
EC-Earth3,r3i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
EC-Earth3,r4i1p1f1,tasmax,DJF,0.3,0.3,0.4242640687119285
EC-Earth3,r4i1p1f1,tasmax,MAM,0.3,0.3,0.4242640687119285
EC-Earth3,r4i1p1f1,tasmax,JJA,0.3,0.3,0.4242640687119285
EC-Earth3,r4i1p1f1,tasmax,SON,0.2,0.2,0.28284271247461906
EC-Earth3-Veg,r1i1p1f1,tasmax,DJF,0.3,0.3,0.4242640687119285
EC-Earth3-Veg,r1i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
EC-Earth3-Veg,r1i1p1f1,tasmax,JJA,0.2,0.1,0.223606797749979
EC-Earth3-Veg,r1i1p1f1,tasmax,SON,0.3,0.3,0.4242640687119285
EC-Earth3-Veg,r2i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
EC-Earth3-Veg,r2i1p1f1,tasmax,MAM,0.2,-0.1,0.223606797749979
EC-Earth3-Veg,r2i1p1f1,tasmax,JJA,0.2,-0.2,0.28284271247461906
EC-Earth3-Veg,r2i1p1f1,tasmax,SON,0.2,-0.1,0.223606797749979
EC-Earth3-Veg,r3i1p1f1,tasmax,DJF,0.3,0.2,0.36055512754639896
EC-Earth3-Veg,r3i1p1f1,tasmax,MAM,0.4,0.3,0.5
EC-Earth3-Veg,r3i1p1f1,tasmax,JJA,0.4,0.3,0.5
EC-Earth3-Veg,r3i1p1f1,tasmax,SON,0.3,0.3,0.4242640687119285
EC-Earth3-Veg,r4i1p1f1,tasmax,DJF,0.6,-0.5,0.7810249675906654
EC-Earth3-Veg,r4i1p1f1,tasmax,MAM,0.5,-0.4,0.6403124237432849
EC-Earth3-Veg,r4i1p1f1,tasmax,JJA,0.5,-0.5,0.7071067811865476
EC-Earth3-Veg,r4i1p1f1,tasmax,SON,0.4,-0.4,0.5656854249492381
EC-Earth3-Veg,r5i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
EC-Earth3-Veg,r5i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
EC-Earth3-Veg,r5i1p1f1,tasmax,JJA,0.2,0.2,0.28284271247461906
EC-Earth3-Veg,r5i1p1f1,tasmax,SON,0.1,0,0.1
FGOALS-g3,r1i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
FGOALS-g3,r1i1p1f1,tasmax,MAM,0.1,0,0.1
FGOALS-g3,r1i1p1f1,tasmax,JJA,0.1,0,0.1
FGOALS-g3,r1i1p1f1,tasmax,SON,0.1,0,0.1
FGOALS-g3,r3i1p1f1,tasmax,DJF,0.2,-0.1,0.223606797749979
FGOALS-g3,r3i1p1f1,tasmax,MAM,0.1,0,0.1
FGOALS-g3,r3i1p1f1,tasmax,JJA,0.1,0,0.1
FGOALS-g3,r3i1p1f1,tasmax,SON,0.1,0,0.1
FGOALS-g3,r4i1p1f1,tasmax,DJF,0.2,0.1,0.223606797749979
FGOALS-g3,r4i1p1f1,tasmax,MAM,0.2,0.1,0.223606797749979
FGOALS-g3,r4i1p1f1,tasmax,JJA,0.1,0,0.1
FGOALS-g3,r4i1p1f1,tasmax,SON,0.1,0,0.1
FGOALS-g3,r5i1p1f1,tasmax,DJF,0.2,-0.2,0.28284271247461906
FGOALS-g3,r5i1p1f1,tasmax,MAM,0.1,-0.1,0.14142135623730953
FGOALS-g3,r5i1p1f1,tasmax,JJA,0.1,0.1,0.14142135623730953
FGOALS-g3,r5i1p1f1,tasmax,SON,0.1,0,0.1
GFDL-CM4,r1i1p1f1,tasmax,DJF,0.1,0,0.1
GFDL-CM4,r1i1p1f1,tasmax,MAM,0,0,0
GFDL-CM4,r1i1p1f1,tasmax,JJA,0,0,0
GFDL-CM4,r1i1p1f1,tasmax,SON,0,0,0
GFDL-ESM4,r1i1p1f1,tasmax,DJF,0,0,0
GFDL-ESM4,r1i1p1f1,tasmax,MAM,0,0,0
GFDL-ESM4,r1i1p1f1,tasmax,JJA,0,0,0
GFDL-ESM4,r1i1p1f1,tasmax,SON,0,0,0
HadGEM3-GC31-LL,r1i1p1f3,tasmax,DJF,0.1,0,0.1
HadGEM3-GC31-LL,r1i1p1f3,tasmax,MAM,0.2,0.2,0.28284271247461906
HadGEM3-GC31-LL,r1i1p1f3,tasmax,JJA,0.2,0,0.2
HadGEM3-GC31-LL,r1i1p1f3,tasmax,SON,0.1,0,0.1
HadGEM3-GC31-LL,r2i1p1f3,tasmax,DJF,0.1,0,0.1
HadGEM3-GC31-LL,r2i1p1f3,tasmax,MAM,0.2,-0.2,0.28284271247461906
HadGEM3-GC31-LL,r2i1p1f3,tasmax,JJA,0.1,0,0.1
HadGEM3-GC31-LL,r2i1p1f3,tasmax,SON,0.1,-0.1,0.14142135623730953
HadGEM3-GC31-LL,r3i1p1f3,tasmax,DJF,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,tasmax,MAM,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,tasmax,JJA,0.1,-0.1,0.14142135623730953
HadGEM3-GC31-LL,r3i1p1f3,tasmax,SON,0.1,0.1,0.14142135623730953
HadGEM3-GC31-MM,r1i1p1f3,tasmax,DJF,0.1,-0.1,0.14142135623730953
HadGEM3-GC31-MM,r1i1p1f3,tasmax,MAM,0.1,0,0.1
HadGEM3-GC31-MM,r1i1p1f3,tasmax,JJA,0.1,0,0.1
HadGEM3-GC31-MM,r1i1p1f3,tasmax,SON,0.1,0.1,0.14142135623730953
HadGEM3-GC31-MM,r2i1p1f3,tasmax,DJF,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmax,MAM,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmax,JJA,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmax,SON,0.1,0,0.1
INM-CM4-8,r1i1p1f1,tasmax,DJF,0,0,0
INM-CM4-8,r1i1p1f1,tasmax,MAM,0,0,0
INM-CM4-8,r1i1p1f1,tasmax,JJA,0,0,0
INM-CM4-8,r1i1p1f1,tasmax,SON,0,0,0
INM-CM5-0,r1i1p1f1,tasmax,DJF,0.1,0,0.1
INM-CM5-0,r1i1p1f1,tasmax,MAM,0.1,0,0.1
INM-CM5-0,r1i1p1f1,tasmax,JJA,0.1,0,0.1
INM-CM5-0,r1i1p1f1,tasmax,SON,0.1,0.1,0.14142135623730953
